"date","time","slot","pillar","angle","title","audience","risk","timing","reserve","evidenceTerms","searchTerms","authority","occurrence","curationStatus"
"2027-05-14","14:30","3","social_security","action","Stopping or suspending self-employment: a practical step-by-step checklist","workers and freelancers","high","evergreen","none","stopping suspending employment","Segurança Social | declaração trimestral | contribuições | NISS | desemprego","Segurança Social, gov.pt, or Diário da República","1","annual_candidate"
"2027-05-14","18:00","4","driving_transport","edge_case","NEWS RESERVE — fallback: Checking vehicle documents: mistakes, exceptions and edge cases","drivers and commuters","medium","news_flex","breaking_news","checking vehicle documents","IMT | carta de condução | IUC | veículo | Via Verde","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-05-14","21:00","5","education_children","audience","Enrolling a child in a Portuguese school for families and students","families and students","medium","evergreen","none","matrículas | Portal das Matrículas | educação","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Direção-Geral da Educação, DGES, gov.pt, or Diário da República","3","annual_candidate"
"2027-05-15","08:30","1","daily_life_consumer","foundation","Using the electronic complaints book: a plain-English explanation","everyone living in Portugal","low","evergreen","none","Livro de Reclamações | Direção-Geral do Consumidor","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","gov.pt, Direção-Geral do Consumidor, ANACOM, ERSE, or the responsible municipality","1","annual_candidate"
"2027-05-15","11:30","2","iva","action","What IVA is: a practical step-by-step checklist","freelancers and small businesses","high","evergreen","none","IVA | Imposto sobre o Valor Acrescentado","IVA | CIVA | artigo 53 | declaração periódica | VIES","Autoridade Tributária or Diário da República","2","annual_candidate"
"2027-05-15","14:30","3","employment","edge_case","Recognising unpaid-trial scams: mistakes, exceptions and edge cases","employees and job seekers","medium","evergreen","none","recognising unpaid trial","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","2","annual_candidate"
"2027-05-15","18:00","4","identity_access","audience","NEWS RESERVE — fallback: Recovering Portal das Finanças access for new residents","new residents","medium","news_flex","breaking_news","recovering portal finanças | Portal das Finanças","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-05-15","21:00","5","irs","golden_tip","Rental income and IRS: one golden tip and what to verify","people filing personal income tax","high","evergreen","none","IRS | Imposto sobre o Rendimento das Pessoas Singulares | arrendamento | contrato de arrendamento","IRS | Modelo 3 | e-Fatura | Anexo J | IRS Automático","Autoridade Tributária or Diário da República","1","annual_candidate"
"2027-05-16","08:30","1","citizenship_civil","action","Requesting Portuguese civil certificates: a practical step-by-step checklist","residents building a long-term life","high","evergreen","none","requesting civil certificates","IRN | cidadania | nacionalidade | registo civil | Nascer Cidadão","IRN, gov.pt, or Diário da República","1","annual_candidate"
"2027-05-16","11:30","2","housing_property","edge_case","Property tax value versus market value: mistakes, exceptions and edge cases","renters and property owners","high","evergreen","none","property value versus","arrendamento | IMI | AIMI | IMT | imóvel | habitação","Autoridade Tributária, gov.pt, Diário da República, or the responsible municipality","1","annual_candidate"
"2027-05-16","14:30","3","education_children","audience","School catchment areas for families and students","families and students","medium","evergreen","none","matrículas | Portal das Matrículas | educação","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Direção-Geral da Educação, DGES, gov.pt, or Diário da República","2","annual_candidate"
"2027-05-16","18:00","4","daily_life_consumer","golden_tip","NEWS RESERVE — fallback: Changing telecom provider: one golden tip and what to verify","everyone living in Portugal","low","news_flex","breaking_news","changing telecom provider","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-05-16","21:00","5","banking_money","foundation","Closing a bank account: a plain-English explanation","people managing money in Portugal","medium","evergreen","none","Banco de Portugal | IBAN | SEPA","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Banco de Portugal, European Central Bank, or gov.pt","2","annual_candidate"
"2027-05-17","08:30","1","irs","edge_case","Reviewing automatic IRS: mistakes, exceptions and edge cases","people filing personal income tax","high","evergreen","none","IRS | Imposto sobre o Rendimento das Pessoas Singulares","IRS | Modelo 3 | e-Fatura | Anexo J | IRS Automático","Autoridade Tributária or Diário da República","1","annual_candidate"
"2027-05-17","11:30","2","health_family","audience","Vaccination records for individuals and families","individuals and families","medium","evergreen","none","vaccination records","SNS | centro de saúde | médico de família | nascimento | família","SNS, SNS 24, gov.pt, or Diário da República","2","annual_candidate"
"2027-05-17","14:30","3","immigration_residency","golden_tip","D2 entrepreneur route: one golden tip and what to verify","international residents","high","evergreen","none","entrepreneur route","AIMA | autorização de residência | visto | reagrupamento familiar | CPLP","AIMA, gov.pt, Diário da República, or IRN as applicable","3","annual_candidate"
"2027-05-17","18:00","4","identity_access","foundation","NEWS RESERVE — fallback: Changing the temporary Finanças password: a plain-English explanation","new residents","medium","news_flex","breaking_news","changing temporary finanças","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","Official-source verification required; otherwise use fallback","3","annual_candidate"
"2027-05-17","21:00","5","driving_transport","action","Car-insurance documents: a practical step-by-step checklist","drivers and commuters","medium","evergreen","none","insurance documents","IMT | carta de condução | IUC | veículo | Via Verde","IMT, Autoridade Tributária, gov.pt, or Diário da República","3","annual_candidate"
"2027-05-18","08:30","1","banking_money","audience","Paying the state through Multibanco for people managing money in Portugal","people managing money in Portugal","medium","evergreen","none","Banco de Portugal | IBAN | SEPA","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Banco de Portugal, European Central Bank, or gov.pt","2","annual_candidate"
"2027-05-18","11:30","2","daily_life_consumer","golden_tip","Preventing identity-document scams: one golden tip and what to verify","everyone living in Portugal","low","evergreen","none","preventing identity document","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","gov.pt, Direção-Geral do Consumidor, ANACOM, ERSE, or the responsible municipality","2","annual_candidate"
"2027-05-18","14:30","3","iva","foundation","Invoicing an EU business customer: a plain-English explanation","freelancers and small businesses","high","evergreen","none","invoicing business customer","IVA | CIVA | artigo 53 | declaração periódica | VIES","Autoridade Tributária or Diário da República","3","annual_candidate"
"2027-05-18","18:00","4","employment","action","NEWS RESERVE — fallback: Annual leave basics: a practical step-by-step checklist","employees and job seekers","medium","news_flex","breaking_news","annual leave basics","contrato de trabalho | emprego | salário | férias | desemprego","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-05-18","21:00","5","identity_access","edge_case","Getting a NIF before moving: mistakes, exceptions and edge cases","new residents","medium","evergreen","none","NIF | número de identificação fiscal","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","gov.pt, Autoridade Tributária, Segurança Social, or Autenticação.gov as applicable","3","annual_candidate"
